106,Karkar Duma,30,30,30,30,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,40,40,40,40,40,30,30,30,30,30,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,20,10,10,10,10,20,20,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,50,50,40,50,50,50,50,40,40,40,40,40,40,30,30,20,20,10,10,10,20,20,20,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80
107,Preet Vihar,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,60,60,60,60,60,40,40,40,40,30,30,30,30,30,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,20,20,20,10,10,10,20,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,40,40,40,40,40,50,50,50,40,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,50,50,40,40,40,50,50,40,40,40,40,40,40,40,30,30,30,20,20,10,20,20,20,30,30,30,30,30,40,80,80,80,80,80,80,80,80,80,80,80
108,Nirman Vihar,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,40,40,40,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,30,20,20,20,10,10,10,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,50,50,40,40,40,50,50,40,40,40,40,40,40,40,30,30,30,30,20,20,20,20,30,30,30,30,30,40,40,80,80,80,80,80,80,80,80,80,80,80
109,Laxmi Nagar,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,40,40,30,30,30,30,30,30,20,20,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,30,30,20,20,20,10,10,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,40,40,40,50,40,40,40,40,40,50,40,40,40,40,40,40,40,30,30,30,30,20,20,20,30,30,30,30,30,40,40,40,70,70,70,70,70,70,70,70,70,70,70
110,City Park,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,50,60,60,60,60,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,10,10,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
111,Bus Stand,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,50,50,50,60,60,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,10,10,10,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
112,Modern Industrial Estate,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,10,10,10,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
113,Tikri Border,60,60,60,60,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,10,10,10,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
114,Tikri Kalan,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,20,20,10,10,10,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
115,Ghevra Metro Station,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,30,30,20,20,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,60,60,60,80,80,80,80,80,80,80,80,80,80,80
116,Mundka Industrial Area,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,30,30,30,30,20,20,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,40,40,40,50,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,60,80,80,80,80,80,80,80,80,80,80,80
117,Mundka,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,50,50,50,50,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,30,30,30,30,30,20,10,10,10,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
118,Rajdhani Park,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,50,40,30,30,30,30,20,20,10,10,10,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
119,Nangloi Rly. Station,50,50,50,50,50,50,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,40,30,30,30,30,30,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
120,Nangloi,50,50,50,50,50,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50,50,50,50,40,40,30,30,30,30,20,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
121,Surajmal Stadium,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,40,40,40,30,30,30,30,20,20,10,10,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,60,50,50,50,50,50,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
122,Udyog Nagar,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,40,40,40,30,30,30,30,20,20,20,10,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,50,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
123,Peera Garhi,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,40,40,40,40,30,30,30,30,20,20,20,10,10,10,10,10,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
124,Paschim Vihar (West),50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,20,20,20,20,10,10,10,10,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,40,40,30,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,50,50,50,80,80,80,80,80,80,80,80,80,80,80
125,Paschim Vihar (East),50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,10,10,20,20,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,40,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,50,50,50,80,80,80,80,80,80,80,80,80,80,80
126,Madi Pur,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,30,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,50,50,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,50,50,40,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,80,80,80,80,80,80,80,80,80,80,80
127,Shivaji Park,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,30,30,40,40,40,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,20,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,80,80,80,80,80,80,80,80,80,80,80
128,Punjabi Bagh,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,40,40,40,40,40,50,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80
129,Ashok Park Main,40,40,40,40,40,30,30,30,30,30,20,20,10,20,20,20,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,10,20,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,40,40,40,40,40,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80
130,Inder Lok,40,40,40,40,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,10,10,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,40,40,40,40,40,30,30,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,30,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80
131,Satguru Ram Singh Marg,40,40,40,40,40,40,30,30,30,30,30,20,20,20,30,30,30,30,30,30,40,40,40,40,40,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,10,10,10,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,10,20,10,10,30,30,30,40,30,30,40,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,50,50,50,40,40,40,40,30,30,40,30,30,30,30,30,30,20,30,30,30,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,80,80,80,80,80,80,80,80,80,80,80
132,Kirti Nagar,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,30,30,30,30,40,40,40,40,40,40,40,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,10,10,30,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,50,40,40,40,40,40,50,50,40,40,40,40,30,30,30,40,30,30,30,30,30,20,20,20,30,30,30,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,80,80,80,80,80,80,80,80,80,80,80
133,Kashmere Gate,30,30,30,30,30,20,20,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,60,60,50,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,40,30,30,30,30,30,30,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
134,Lal Quila,30,30,30,30,30,30,20,10,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,40,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,40,40,40,30,30,30,30,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,10,10,10,20,20,20,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,40,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,70,70,70,70,70,70,70,70,70,70,70
